"","specimen","mean_length","mean_width","raw_aspect_ratio","ln_length","ln_width","ln_length_ln_width","species_name","domain"
"251","Otopharynx_speciosus_NHMUK_1935_6_14_1649_8bit_v17_v-3",4.52832428285693,4.14348217017155,1.09287891123457,1.51035195557521,1.42153653821373,0.0888154173614839,"Otopharynx_speciosus","caudal"
"252","Otopharynx_speciosus_NHMUK_1935_6_14_1649_8bit_v18_v-4",4.60974265317433,4.02214389757619,1.14609093323395,1.52817203184393,1.39181506832761,0.136356963516316,"Otopharynx_speciosus","caudal"
"253","Otopharynx_tetrastigma_NHMUK_1893_11_15_34_37_8bit_v+2",2.17364875251642,1.50769580343102,1.44170246250597,0.776407208265851,0.410582527374452,0.365824680891399,"Otopharynx_tetrastigma","precaudal"
"254","Otopharynx_tetrastigma_NHMUK_1893_11_15_34_37_8bit_v+3",2.26028325484262,1.43767339530788,1.57218131894176,0.815490139431704,0.363026109237895,0.452464030193809,"Otopharynx_tetrastigma","precaudal"
"255","Otopharynx_tetrastigma_NHMUK_1893_11_15_34_37_8bit_v+4",2.27933001933625,1.51395518814147,1.50554655592835,0.823881548615323,0.414725556255861,0.409155992359462,"Otopharynx_tetrastigma","precaudal"
"256","Otopharynx_tetrastigma_NHMUK_1893_11_15_34_37_8bit_v-2",2.13548005296291,1.38196663361853,1.54524718688135,0.758691470568759,0.323507581507365,0.435183889061393,"Otopharynx_tetrastigma","caudal"
"257","Otopharynx_tetrastigma_NHMUK_1893_11_15_34_37_8bit_v-3",2.28864819073539,1.49185552331737,1.5340950614616,0.827961333542227,0.400020662855144,0.427940670687083,"Otopharynx_tetrastigma","caudal"
"258","Otopharynx_tetrastigma_NHMUK_1893_11_15_34_37_8bit_v-4",2.28247304142595,1.24178620103503,1.83805637357179,0.825259522431889,0.216550827819783,0.608708694612107,"Otopharynx_tetrastigma","caudal"
"259","Pallidochromis_tokolosh_NHMUK_1994_8_11_5_16_8bit_b_v12_v+4",3.20230145605359,2.50658983645594,1.27755303619252,1.16386975631844,0.918923198473884,0.244946557844553,"Pallidochromis_tokolosh","precaudal"
"260","Pallidochromis_tokolosh_NHMUK_1994_8_11_5_16_8bit_b_v13_v+3",3.09281278367727,2.4784207359273,1.24789658948689,1.12908096283033,0.90762155730432,0.221459405526007,"Pallidochromis_tokolosh","precaudal"
"261","Pallidochromis_tokolosh_NHMUK_1994_8_11_5_16_8bit_b_v14_v+2",3.10433147021946,2.49024659799711,1.24659600889175,1.1327983847057,0.912381740913147,0.220416643792551,"Pallidochromis_tokolosh","precaudal"
"262","Pallidochromis_tokolosh_NHMUK_1994_8_11_5_16_8bit_b_v17_v-2",2.93698444653527,2.49639128630492,1.17649202777122,1.07738335650456,0.914846203567299,0.162537152937263,"Pallidochromis_tokolosh","caudal"
"263","Pallidochromis_tokolosh_NHMUK_1994_8_11_5_16_8bit_b_v18_v-3",2.95611426041234,2.42408769903263,1.21947496437197,1.08387565606434,0.885455247021513,0.198420409042827,"Pallidochromis_tokolosh","caudal"
"264","Pallidochromis_tokolosh_NHMUK_1994_8_11_5_16_8bit_b_v19_v-4",2.91982593395995,2.40720088113046,1.21295482934052,1.07152400284579,0.878464612373206,0.193059390472589,"Pallidochromis_tokolosh","caudal"
